00:00:00.000	0.185
00:00:00.001	0.185
00:00:00.002	0.169
00:00:00.004	0.185
00:00:00.005	0.185
00:00:00.006	0.185
00:00:00.008	0.185
00:00:00.009	0.185
00:00:00.011	0.185
00:00:00.012	0.200
00:00:00.013	0.200
00:00:00.015	0.192
00:00:00.016	0.200
00:00:00.018	0.192
00:00:00.019	0.192
00:00:00.020	0.208
00:00:00.022	0.215
00:00:00.023	0.208
00:00:00.025	0.215
00:00:00.026	0.215
00:00:00.027	0.200
00:00:00.029	0.208
00:00:00.030	0.208
00:00:00.031	0.208
00:00:00.033	0.208
00:00:00.034	0.200
00:00:00.036	0.192
00:00:00.037	0.192
00:00:00.038	0.208
00:00:00.040	0.208
00:00:00.041	0.192
00:00:00.043	0.215
00:00:00.044	0.223
00:00:00.045	0.223
00:00:00.047	0.223
00:00:00.048	0.223
00:00:00.050	0.231
00:00:00.051	0.231
00:00:00.052	0.223
00:00:00.054	0.231
00:00:00.055	0.231
00:00:00.056	0.231
00:00:00.058	0.223
00:00:00.059	0.231
00:00:00.061	0.215
00:00:00.062	0.223
00:00:00.063	0.231
00:00:00.065	0.223
00:00:00.066	0.223
00:00:00.068	0.223
00:00:00.069	0.223
00:00:00.070	0.223
00:00:00.072	0.223
00:00:00.073	0.215
00:00:00.075	0.215
00:00:00.076	0.215
00:00:00.077	0.223
00:00:00.079	0.223
00:00:00.080	0.215
00:00:00.081	0.215
00:00:00.083	0.208
00:00:00.084	0.208
00:00:00.086	0.223
00:00:00.087	0.215
00:00:00.088	0.208
00:00:00.090	0.223
00:00:00.091	0.215
00:00:00.093	0.208
00:00:00.094	0.223
00:00:00.095	0.223
00:00:00.097	0.215
00:00:00.098	0.208
00:00:00.100	0.223
00:00:00.101	0.223
00:00:00.102	0.215
00:00:00.104	0.223
00:00:00.105	0.215
00:00:00.106	0.208
00:00:00.108	0.215
00:00:00.109	0.223
00:00:00.111	0.223
00:00:00.112	0.215
00:00:00.113	0.223
00:00:00.115	0.223
00:00:00.116	0.223
00:00:00.118	0.223
00:00:00.119	0.215
00:00:00.120	0.231
00:00:00.122	0.223
00:00:00.123	0.231
00:00:00.125	0.223
00:00:00.126	0.231
00:00:00.127	0.231
00:00:00.129	0.223
00:00:00.130	0.223
00:00:00.131	0.238
00:00:00.133	0.246
00:00:00.134	0.231
00:00:00.136	0.231
00:00:00.137	0.238
00:00:00.138	0.231
00:00:00.140	0.231
00:00:00.141	0.231
00:00:00.143	0.223
00:00:00.144	0.215
00:00:00.145	0.215
00:00:00.147	0.215
00:00:00.148	0.223
00:00:00.150	0.231
00:00:00.151	0.223
00:00:00.152	0.223
00:00:00.154	0.231
00:00:00.155	0.246
00:00:00.156	0.238
00:00:00.158	0.246
00:00:00.159	0.262
00:00:00.161	0.246
00:00:00.162	0.246
00:00:00.163	0.254
00:00:00.165	0.246
00:00:00.166	0.238
00:00:00.168	0.238
00:00:00.169	0.231
00:00:00.170	0.223
00:00:00.172	0.223
00:00:00.173	0.223
00:00:00.175	0.215
00:00:00.176	0.215
00:00:00.177	0.215
00:00:00.179	0.223
00:00:00.180	0.231
00:00:00.181	0.231
00:00:00.183	0.254
00:00:00.184	0.262
00:00:00.186	0.277
00:00:00.187	0.277
00:00:00.188	0.269
00:00:00.190	0.277
00:00:00.191	0.262
00:00:00.193	0.262
00:00:00.194	0.262
00:00:00.195	0.269
00:00:00.197	0.277
00:00:00.198	0.285
00:00:00.200	0.262
00:00:00.201	0.254
00:00:00.202	0.254
00:00:00.204	0.262
00:00:00.205	0.246
00:00:00.206	0.262
00:00:00.208	0.277
00:00:00.209	0.262
00:00:00.211	0.262
00:00:00.212	0.277
00:00:00.213	0.277
00:00:00.215	0.277
00:00:00.216	0.277
00:00:00.218	0.277
00:00:00.219	0.285
00:00:00.220	0.292
00:00:00.222	0.292
00:00:00.223	0.292
00:00:00.225	0.300
00:00:00.226	0.285
00:00:00.227	0.285
00:00:00.229	0.292
00:00:00.230	0.308
00:00:00.231	0.323
00:00:00.233	0.315
00:00:00.234	0.300
00:00:00.236	0.285
00:00:00.237	0.300
00:00:00.238	0.308
00:00:00.240	0.300
00:00:00.241	0.300
00:00:00.243	0.285
00:00:00.244	0.277
00:00:00.245	0.285
00:00:00.247	0.292
00:00:00.248	0.285
00:00:00.250	0.300
00:00:00.251	0.285
00:00:00.252	0.292
00:00:00.254	0.308
00:00:00.255	0.315
00:00:00.256	0.315
00:00:00.258	0.308
00:00:00.259	0.308
00:00:00.261	0.308
00:00:00.262	0.323
00:00:00.263	0.308
00:00:00.265	0.300
00:00:00.266	0.300
00:00:00.268	0.300
00:00:00.269	0.292
00:00:00.270	0.308
00:00:00.272	0.308
00:00:00.273	0.277
00:00:00.275	0.277
00:00:00.276	0.285
00:00:00.277	0.277
00:00:00.279	0.277
00:00:00.280	0.277
00:00:00.281	0.262
00:00:00.283	0.269
00:00:00.284	0.262
00:00:00.286	0.254
00:00:00.287	0.262
00:00:00.288	0.269
00:00:00.290	0.254
00:00:00.291	0.262
00:00:00.293	0.246
00:00:00.294	0.231
00:00:00.295	0.238
00:00:00.297	0.231
00:00:00.298	0.223
00:00:00.300	0.231
00:00:00.301	0.238
00:00:00.302	0.223
00:00:00.304	0.223
00:00:00.305	0.231
00:00:00.306	0.223
00:00:00.308	0.208
00:00:00.309	0.208
00:00:00.311	0.200
00:00:00.312	0.200
00:00:00.313	0.192
00:00:00.315	0.185
00:00:00.316	0.192
00:00:00.318	0.192
00:00:00.319	0.192
00:00:00.320	0.200
00:00:00.322	0.192
00:00:00.323	0.192
00:00:00.325	0.185
00:00:00.326	0.185
00:00:00.327	0.177
00:00:00.329	0.185
00:00:00.330	0.200
00:00:00.331	0.192
00:00:00.333	0.208
00:00:00.334	0.223
00:00:00.336	0.208
00:00:00.337	0.223
00:00:00.338	0.231
00:00:00.340	0.223
00:00:00.341	0.223
00:00:00.343	0.231
00:00:00.344	0.223
00:00:00.345	0.223
00:00:00.347	0.238
00:00:00.348	0.238
00:00:00.350	0.231
00:00:00.351	0.246
00:00:00.352	0.262
00:00:00.354	0.246
00:00:00.355	0.254
00:00:00.356	0.246
00:00:00.358	0.246
00:00:00.359	0.254
00:00:00.361	0.269
00:00:00.362	0.277
00:00:00.363	0.292
00:00:00.365	0.308
00:00:00.366	0.323
00:00:00.368	0.338
00:00:00.369	0.354
00:00:00.370	0.392
00:00:00.372	0.392
00:00:00.373	0.400
00:00:00.375	0.431
00:00:00.376	0.462
00:00:00.377	0.469
00:00:00.379	0.492
00:00:00.380	0.515
00:00:00.381	0.531
00:00:00.383	0.554
00:00:00.384	0.585
00:00:00.386	0.577
00:00:00.387	0.577
00:00:00.388	0.569
00:00:00.390	0.554
00:00:00.391	0.554
00:00:00.393	0.569
00:00:00.394	0.554
00:00:00.395	0.531
00:00:00.397	0.531
00:00:00.398	0.508
00:00:00.400	0.462
00:00:00.401	0.438
00:00:00.402	0.438
00:00:00.404	0.415
00:00:00.405	0.392
00:00:00.406	0.385
00:00:00.408	0.377
00:00:00.409	0.369
00:00:00.411	0.369
00:00:00.412	0.362
00:00:00.413	0.354
00:00:00.415	0.354
00:00:00.416	0.346
00:00:00.418	0.331
00:00:00.419	0.354
00:00:00.420	0.354
00:00:00.422	0.331
00:00:00.423	0.331
00:00:00.425	0.338
00:00:00.426	0.331
00:00:00.427	0.315
00:00:00.429	0.315
00:00:00.430	0.315
00:00:00.431	0.323
